dataid,prediction
1,3670.091716241198
2,3613.0297780463534
3,5046.077416551503
4,3483.763209800207
5,4121.079791788332
6,4120.5152133980155
7,4505.694783540872
8,3876.786374965357
9,4594.705144118079
10,3771.0762152838797
11,3714.27771785834
12,3784.542656504732
13,4564.482079072257
14,4003.338265315981
15,3824.2914490915077
16,4322.080887170878
17,5888.966555088293
18,4029.268856646898
19,4095.5264401985746
20,4913.81575404338
21,3980.409365525185
22,3871.3549165556033
23,5032.210350214848
24,3667.0876099002962
25,3334.3303386121784
26,4617.573935095397
27,4363.87530116231
28,4428.699649500088
29,5890.841635842302
30,6212.870389150592
31,5030.847887451192
32,6053.383428057043
33,4879.914083877111
34,4962.813475265288
35,5572.224986900132
36,5480.859120480212
37,5673.028883608573
38,5295.336278166644
39,9312.543701286475
40,6372.429643604122
41,7696.878359616338
42,9742.413610939308
43,5563.636478760567
44,5316.076095374255
45,5703.196823069175
46,6290.170953195099
47,6877.951749198459
48,6213.2974133786065
49,7619.043073226861
50,6099.653384592199
51,5500.322978809437
52,6685.200827769258
53,6422.533510718803
54,11530.74433664904
55,9185.48309782581
56,7555.975665664505
57,7636.015799654184
58,7546.10174912029
59,5027.625685514787
60,5929.342818305633
61,4944.19231795041
62,5591.080868445299
63,6384.080434181691
64,5571.566729411223
65,6399.4708180052585
66,10358.651561286919
67,10640.585826303784
68,8249.811947571383
69,11040.308791329844
70,8707.262351617188
71,6256.405721764361
72,4556.500914766419
73,6569.374432197847
74,7360.008723454847
75,9329.20295683002
76,4010.6974717724434
77,3448.772855130307
78,5549.117228142839
79,3636.0496497071167
80,8771.322267486086
81,4659.079750284469
82,4124.427270704788
83,3946.7104543773794
84,3871.7114522830834
85,4853.721508950801
86,4007.1960988342207
87,4027.664969103933
88,6184.207468399536
89,8793.136862383682
90,8319.698237411088
91,13564.793145702854
92,4168.1798779751725
93,6180.572534992002
94,4044.473268398634
95,4688.716904165496
96,3907.625035876722
97,6769.09462330621
98,5081.354772005818
99,3556.9894043579616
100,3723.1748065341344
101,5504.9362265291975
102,4559.123963291098
103,4719.6950085879325
104,3368.799194947662
105,4428.052741369223
106,6211.980071837341
107,4628.332024773254
108,4272.774634613334
109,4384.021073828934
110,3069.1393724855707
111,4209.622044365393
112,4995.337405461532
113,5635.125976925214
114,4183.4009478708285
115,3458.2710710021856
116,3997.818057881489
117,3342.113076126787
118,5284.896141555416
119,3605.4591494451106
120,3932.662103220116
121,6246.3978901894525
122,5120.940074434617
123,3930.3454312358053
124,3390.6424013209653
125,3623.8812391000893
126,3528.301911198024
127,4570.139269199344
128,3831.8680049623517
129,3618.4721889955267
130,5266.48125248838
131,6566.117863984667
132,6108.7608757475655
133,6676.14546857021
134,4242.803952517353
135,6014.504604184611
136,4180.6588319592265
137,4557.029243001176
138,4154.739235573576
139,6447.96181183097
140,5977.909303921947
141,4869.652047986941
142,4503.989903522384
143,3668.623772754735
144,4233.231884014804
145,4696.015754362675
146,5440.983533413604
147,5129.337185777539
148,5087.669829101782
149,3987.9454512609123
150,4862.1215975191335
151,4809.44142586182
152,5665.522190573964
153,4709.44248980241
154,4824.256383120459
155,3472.495895283382
156,4209.390937203902
157,5549.942229355187
158,3468.3387017433975
159,5532.776603173216
160,6048.3490365452135
161,4589.588526278589
162,6154.395845182412
163,3958.7065833597426
164,7540.193704736506
165,3343.707359838604
166,3687.287209163276
167,4020.673294513094
168,4859.074832282955
169,4302.200272817801
170,2764.78195207935
171,3404.404069311272
172,3828.1413357951196
173,2994.8121655063387
174,2824.929124653218
175,3158.405373338748
176,2503.2938645947124
177,3404.50469689295
178,3787.5322250208674
179,3392.484799493382
180,3374.604538014673
181,3630.6434604524475
182,3998.8508830059627
183,3247.0773735933344
184,3805.6410920494154
185,3527.396785503698
186,3358.52748101208
187,3532.609291561217
188,3124.6692685840344
189,3795.050424991934
190,4455.3568043540845
191,3711.429142485191
192,3131.2094843974655
193,7490.219825220021
194,3543.0461795580018
195,3283.364673949416
196,4579.347426013449
197,3533.6303538209268
198,4638.960369282802
199,5332.246160342898
200,5308.806896604432
201,5309.602071678324
202,3818.049843632637
203,6186.9539609272715
204,4023.4331197593565
205,4241.103456590203
206,3779.010724371332
207,3658.0030306764193
208,4943.400205257107
209,3812.481256034238
210,7769.821642338902
211,4234.695957116945
212,8078.778867214284
213,3692.805806669162
214,3854.4031603963913
215,3451.4252119278294
216,3637.894325150408
217,3517.3310812703858
218,3787.362256807267
219,4444.032673981792
220,3615.3471683606886
221,3794.129003064981
222,6342.216475725166
223,6016.492919399331
224,3211.7655245149344
225,3230.877247272192
226,3444.905555568311
227,3270.2165628940256
228,3196.1187380519486
229,3806.0883664067997
230,4057.014999382534
231,7749.681431805993
232,4395.8732111613945
233,3736.5349874254152
234,4272.780722739073
235,3885.519758698577
236,3707.7620577467305
237,6867.701148097317
238,3586.9994102260252
239,3225.2695839055405
240,3736.5298201245014
241,4394.314346670046
242,3533.463131312315
243,6973.057123793157
244,6551.421763748638
245,3866.1794684531687
246,4157.941944194253
247,3901.7520964722944
248,4885.588001302787
249,4390.227606391676
250,8426.673937094283
251,8644.402821136126
252,6401.071062301704
253,6105.569670712782
254,4809.7743635929455
255,5819.5661538108
256,4770.5820410810975
257,6442.899695092364
258,8037.266405205957
259,7114.340991977837
260,3418.78401455978
261,4249.279127378622
262,7697.3659923797
263,5775.172367222077
264,9327.122382940917
265,9154.912152229783
266,8569.512282768683
267,6117.3382084512805
268,4580.88636891418
269,6210.00684015934
270,5261.679203042979
271,8918.707539067957
272,6811.973258089801
273,7428.346832835108
274,6816.584974219362
275,6570.842758453334
276,6628.385295286621
277,7399.86728006471
278,5076.337918812009
279,4666.499882768888
280,8239.780879089541
281,8088.506472317733
282,6227.740547747928
283,5164.156900140048
284,7775.349739648178
285,8141.673781991498
286,5935.507685979316
287,8393.396047849983
288,5684.148239964106
289,8624.29098798284
290,4985.067494152494
291,5962.532078365797
292,5824.10952656097
293,7079.329628650054
294,7521.673273924466
295,5765.999156207747
296,6935.812250685609
297,4497.855131664726
298,7894.569911984556
299,6819.224411465843
300,5807.665464750156
301,3410.3877061597855
302,4659.937176761729
303,5999.3789854222905
304,4266.996821954406
305,7762.483045541062
306,5474.200203341823
307,4581.135226180226
308,4443.403134422988
309,5223.102783122045
310,4622.939956641209
311,5258.7409940463
312,4914.076073001083
313,5135.5025978090625
314,5187.564584620682
315,5360.7183326370005
316,4327.0380669968545
317,5656.240770046941
318,5787.043134558044
319,5757.780352720239
320,5509.8449769076815
321,7432.635094580731
322,5756.892422319567
323,5880.443153863602
324,6386.767232669154
325,4825.780553665318
326,7121.194228993148
327,7018.97607057244
328,7312.514824912487
329,7363.587976037521
330,8434.44861879446
331,7791.133895883486
332,6131.677501846325
333,10299.927330926621
334,8126.004141281414
335,11938.951881179732
336,4756.416005727595
337,4177.387804290753
338,4059.053349053498
339,3757.2328790335996
340,4671.408107941878
341,4457.946574019041
342,4081.6341205540066
343,3918.571799248057
344,4553.634114513579
345,4476.931739515689
346,4816.898806939791
347,5194.014609778869
348,3589.1783548420385
349,5299.410594176088
350,5249.78459699679
351,5757.288176005274
352,4815.897495184732
353,4783.418182230749
354,3961.637453899156
355,5377.664274571895
356,3586.5313543705042
357,4506.3760276108
358,3518.341417083684
359,4771.748570529611
360,4267.485452417608
361,5093.552674147937
362,4822.461330325905
363,3323.9240774305654
364,5067.269498102511
365,4130.922341091717
366,5260.390602738615
367,4370.799486830831
368,5242.742956502323
369,4891.337066222053
370,4767.85618147275
371,4789.587443831149
372,4995.974246031449
373,3918.6132440611395
374,4127.883565134873
375,4494.5089379940455
376,4464.832712339005
377,3936.956863755142
378,4651.6321769849355
379,3294.034984602552
380,4337.7690679241405
381,5245.429163583268
382,3295.5670293156604
383,6196.113101522287
384,4035.905340068657
385,4460.440529179457
386,4903.849218302289
387,4969.59797145521
388,5473.229971236572
389,4115.559446059161
390,4699.504408734987
391,5547.369323409107
392,5578.048409259049
393,4362.083080071121
394,4473.549126100816
395,4202.168994949916
396,3592.3902537555646
397,4657.548798872556
398,4725.359020509672
399,4788.72227760977
400,5343.178408024234
401,4074.1487161077875
402,3795.6214247621638
403,4716.462940910849
404,4292.426924189647
405,4477.39384912001
406,3990.5910915265385
407,4516.510667002844
408,5743.567812028228
409,5064.351009747998
410,4889.670820573007
411,4681.7740855307475
412,4894.871124582028
413,5249.036319848095
414,5240.752388368645
415,5803.270583634912
416,4997.511419574061
417,5982.31115448102
418,6125.268779762196
419,6113.16765841248
420,6776.497271817555
421,5296.189980457413
422,5570.410659836974
423,4874.223244470184
424,4401.116362811312
425,6196.966380221456
426,6910.257138569918
427,7823.475076002535
428,4973.644215922419
429,6355.6397634874975
430,8267.359882575596
431,7491.324892363847
432,4604.27780250222
433,3296.32261475633
434,5412.826623417333
435,4430.803423289573
436,4216.812038908366
437,5357.142459555455
438,5401.0708307884815
439,3787.3677049621792
440,3627.3832883173495
441,3980.4528946180294
442,4564.929114067849
443,5596.215483666285
444,3313.1489013693513
445,3398.202348417374
446,5519.163380315095
447,4032.9059159366807
448,3551.026263745553
449,4008.507973963907
450,6585.725885595225
451,6362.385073929115
452,5590.404413176388
453,7417.253717582415
454,7290.109068077821
455,5310.92555827262
456,4557.931629140852
457,6375.748552267198
458,3821.3479775436645
459,5981.985106428105
460,6076.615710085829
461,6615.992415055269
462,8360.246096331639
463,8272.138915711266
464,5588.7271292954665
465,4304.632301927504
466,8537.727349012817
467,5443.541448906024
468,4969.820654508627
469,5133.056036381824
470,4234.395123472788
471,4378.269627023761
472,3631.0684055654237
473,5406.012983990731
474,3321.7637157160734
475,5633.2169530408955
476,3069.201548740022
477,5011.160659057459
478,6475.571906178564
479,5291.24359757768
480,3314.8447833277983
481,4131.000621289241
482,5218.638425344627
483,4701.684079835475
484,4555.790530001138
485,5898.976950840706
486,3409.5754061813323
487,4608.327542279056
488,3448.6236776440546
489,5012.538865668276
490,3594.5775593733824
491,3540.3573755826674
492,5427.725621258186
493,4093.441759627909
494,4494.934499081053
495,5995.55336166372
496,5056.34169190166
497,4108.213529347482
498,6060.895024762567
499,4121.819066812968
500,6427.946011720478
501,3996.6157829221584
502,3270.811760864356
503,3283.6469162862672
504,5863.380415011612
505,4031.856062246902
506,4855.60235790604
507,4830.932252122969
508,4881.796675734071
509,3622.149419079678
510,5331.940622963494
511,4862.048586679842
512,4100.148701066419
513,5838.354036580038
514,4607.22700538196
515,4298.215223219575
516,4368.311438218836
517,5462.146752990182
518,4488.834520614273
519,4064.1862187314305
520,5048.884165917891
521,4624.585716857597
522,4559.460658194554
523,4794.4075780354215
524,4425.633997809598
525,5794.707761104528
526,4781.854579179908
527,6685.667181681509
528,8008.252929844004
529,6497.328550356665
530,5712.017827484264
531,5375.90717401328
532,5356.7274124474125
533,5123.787748300529
534,6744.955714997597
535,4463.122297851342
536,5884.610079625949
537,5970.222718626255
538,4688.334324818314
539,4183.021259717881
540,3663.756891162231
541,5350.19037079713
542,4355.875049196424
543,6895.549548890284
544,3648.420853740668
545,4395.944408141009
546,3289.5177807076197
547,2389.3799227791615
548,3297.8481068905603
549,4354.657453689002
550,4300.306181188842
551,3518.674825705162
552,5620.962141105252
553,3797.1037083883302
554,3510.7548661283163
555,4445.178582798297
556,4310.524338073923
557,4165.200148665501
558,3490.137537828822
559,3898.7307682326646
560,4539.502179971358
561,4098.586425474277
562,4197.757167364796
563,3684.1229694818558
564,4267.435885490191
565,3463.900662019276
566,6613.473424830221
567,18514.831416738692
568,7764.650404939625
569,3501.0787180426514
570,17993.50048767872
571,10685.212299145693
572,11491.68647532447
573,16488.473713920557
574,12077.460393629066
575,6812.129391710506
576,17153.725720129365
577,5260.002299933131
578,3996.969650515492
579,4741.7717762473985
580,5535.568999187114
581,3720.954806555933
582,4811.095168692498
583,4720.450245395416
584,8163.96389267128
585,4308.393564539463
586,5367.97776759836
587,5491.501441321071
588,5882.579764918775
589,5108.33363245128
590,5726.044024228897
591,4821.982526241514
592,5428.83849719114
593,5575.965110915708
594,7403.1518163699375
595,7268.010537614055
596,8523.7122849597
597,4486.360315390999
598,5618.632404270435
599,4165.335339529967
600,4364.035774326306
601,4931.828944709772
602,6031.77105782985
603,7250.51791839631
604,5318.114097852494
605,6017.8605672802105
606,6896.972662302419
607,4602.931278379993
608,4456.39226365359
609,5528.626489592309
610,4389.838194365195
611,5823.33993585395
612,3849.8020724574394
613,5696.828209439353
614,4659.62733297203
615,6448.354159019788
616,4070.4958586918765
617,3749.028590466397
618,5484.82137935556
619,5725.055099558436
620,3438.675498367164
621,5220.1198541945905
622,4821.141055125237
623,6132.090904291045
624,5082.33266927257
625,4467.989823050026
626,4659.486912997873
627,6291.939562669609
628,4930.465669493118
629,4261.3289111870545
630,6226.464185208134
631,5529.481727052962
632,4561.33910479143
633,5160.556004898432
634,3916.0403605583106
635,5898.783866274871
636,5685.3646797985875
637,4059.8860732427543
638,5335.3013764828265
639,5591.239652067896
640,4573.934825335385
641,5190.388510055844
642,5106.9113541954775
643,4210.786491526929
644,4942.31340342906
645,4725.144310083124
646,4242.495581140706
647,4419.326159352057
648,4896.251423577001
649,4449.384527639714
650,4662.001231436253
651,4192.699778816965
652,4725.800241105597
653,4033.7256144256453
654,4380.052978578391
655,4374.578972146619
656,5863.989053467542
657,4604.632427402679
658,4845.862198806593
659,5025.38324988042
660,4472.74887178602
661,5065.351054323009
662,4515.203678680247
663,3942.816552297954
664,4603.102458451844
665,5278.630042241723
666,3565.869739114824
667,4535.956378094526
668,6273.080636501458
669,6486.698384156733
670,6186.4138178967305
671,8139.3096551524595
672,4617.7404144481
673,3279.49726875577
674,3884.741213987891
675,5583.907150008432
676,6763.004113575651
677,4359.159263719421
678,4190.382036572475
679,7424.643937494624
680,4163.899754093835
681,5458.320825953831
682,7310.124668034989
683,6741.894523747903
684,6693.042971656962
685,6704.973674642773
686,6660.736286062158
687,7510.2137577269605
688,5650.418728380315
689,7513.207889758987
690,10053.927331955894
691,8679.84064880903
692,5434.049029108935
693,5288.786743339796
694,6628.534768029407
695,6880.653217889869
